title,active_since_days,duration_seconds,total_views,num_chars,num_words,num_punctuation,num_words_uppercase,num_words_lowercase,num_stopwords,avg_word_len,contain_digits,startswith_digits,title_sentiment,contains_hacks,contains_life,contains_ideas,all_words_uppercase,all_words_lowercase
26 AWESOME HACKS TO SPEED UP YOUR DAILY ROUTINE,730,1080,1044849,47,9,0,8,0,3,5.222222222222222,1,1,0.5,True,False,False,True,False
14 AMAZING EGGSPERIMENTS YOU CAN DO AT HOME,730,542,4248329,43,8,0,7,0,4,5.375,1,1,0.6000000000000001,False,False,False,True,False
30 COOL BARBIE DOLL LIFE HACKS,730,1920,14888306,30,6,0,5,0,0,5.0,1,1,0.35,True,True,False,True,False
21 COOL DIY IDEAS FOR YOUR GADGET,730,960,3083277,33,7,0,6,0,2,4.714285714285714,1,1,0.35,False,False,True,True,False
15 NATURAL ALOE REMEDIES YOU MUST KNOW,730,688,2807852,38,7,0,6,0,1,5.428571428571429,1,1,0.1,False,False,False,True,False
35 BRILLIANT LIFE HACKS YOU NEED TO KNOW,730,1080,12549115,40,8,0,7,0,2,5.0,1,1,0.9,True,True,False,True,False
24 SIMPLE BEAUTY TRICKS TO MAKE YOU LOOK FABULOUS,730,960,69917320,49,9,0,8,0,2,5.444444444444445,1,1,0.2,False,False,False,True,False
32 COOL PHONE HACKS TO MAKE YOU HAPPY,730,772,297781,37,8,0,7,0,2,4.625,1,1,0.575,True,False,False,True,False
28 EASY CLOTHING DIYS YOU SHOULD TRY,730,1860,185512,36,7,0,6,0,2,5.142857142857143,1,1,0.4333333333333333,False,False,False,True,False
30 CRAZY BUT BRILLIANT COOKING HACKS,730,866,699015,36,6,0,5,0,1,6.0,1,1,0.15,True,False,False,True,False
25 HACKS TO MAKE YOU LOOK COOL EVEN IF YOU ARE NOT,730,1020,6849337,50,12,0,11,0,6,4.166666666666667,1,1,0.35,True,False,False,True,False
33 EVERYDAY HACKS YOU'D WISH YOU'D KNOWN SOONER,730,879,4228352,47,8,2,7,0,2,5.875,1,1,-0.2,True,False,False,True,False
25 MUST-TRY GLUE GUN CRAFTS,730,859,1857683,27,5,1,4,0,0,5.4,1,1,0.0,False,False,False,True,False
35 INCREDIBLE GLUE LIFE HACKS YOU SHOULD TRY,730,1380,353582,44,8,0,7,0,2,5.5,1,1,0.9,True,True,False,True,False
THE 99 HOT HACKS YOU CAN'T MISS,730,4380,8073371,31,7,1,6,0,2,4.428571428571429,1,0,0.25,True,False,False,True,False
35 UNFORGETTABLE HACKS YOU WON'T BELIEVE ARE REAL,730,1020,588067,49,8,1,7,0,3,6.125,1,1,0.5,True,False,False,True,False
25 EPIC BEAUTY HACKS,730,2760,430149,20,4,0,3,0,0,5.0,1,1,0.1,True,False,False,True,False
25 CLEVER EGG HACKS,730,1320,2492345,19,4,0,3,0,0,4.75,1,1,0.1666666666666666,True,False,False,True,False
19 SURPRISING MAGIC TRICKS AND IDEAS,730,817,614946,36,6,0,5,0,1,6.0,1,1,0.6,False,False,True,True,False
28 AWESOME HACKS YOU WILL BE GRATEFUL FOR,730,1500,1230606,41,8,0,7,0,4,5.125,1,1,1.0,True,False,False,True,False
25 CRAZY SCIENCE HACKS WILL KNOCK YOUR SOCKS OFF,730,863,224442,48,9,0,8,0,3,5.333333333333333,1,1,-0.6,True,False,False,True,False
CHAOS || 24 CANDY HACKS,730,1380,813200,23,5,2,3,0,0,4.6,1,0,0.0,True,False,False,True,False
25 BRILLIANT SOLUTIONS FOR EXTREME SITUATIONS,730,900,2105446,45,6,0,5,0,1,7.5,1,1,0.3875,False,False,False,True,False
30 SIMPLE AND USEFUL HACKS FOR ANY KIND OF TROUBLE,730,1200,3645303,50,10,0,9,0,4,5.0,1,1,0.175,True,False,False,True,False
24 INCREDIBLY SIMPLE FOOD HACKS,730,827,7013778,31,5,0,4,0,0,6.2,1,1,0.0,True,False,False,True,False
23 EASIEST MANICURE IDEAS TO MAKE UNDER 5 MINUTES,730,718,567122,49,9,0,7,0,2,5.444444444444445,1,1,0.0,False,False,True,True,False
35 CHEAP CRAFTS YOU'LL WANT TO MAKE NOW,730,1140,4382268,39,8,1,7,0,3,4.875,1,1,0.4,False,False,False,True,False
20 COOL KITCHEN HACKS,730,1380,5364735,21,4,0,3,0,0,5.25,1,1,0.35,True,False,False,True,False
26 UNPREDICTABLE MAKEUP IDEAS,730,1200,3269869,29,4,0,3,0,0,7.25,1,1,-0.1666666666666666,False,False,True,True,False
28 CRAZY SMART TRAVEL HACKS,730,899,7630646,27,5,0,4,0,0,5.4,1,1,-0.1928571428571428,True,False,False,True,False
30 AWESOME BEAUTY HACKS YOU COULD USE THIS SPRING,730,960,5761245,49,9,0,8,0,2,5.444444444444445,1,1,1.0,True,False,False,True,False
EPIC 101 CHEAP AND EASY DIYs TO UPGRADE YOUR HOUSE,730,4320,3817660,50,10,0,8,0,3,5.0,1,0,0.3111111111111111,False,False,False,False,False
25 EVERYDAY PROBLEMS EVERY GIRL CAN RELATE TO,730,821,3059473,45,8,0,7,0,2,5.625,1,1,-0.2,False,False,False,True,False
16 FANTASTIC FRUIT HACKS YOU'VE BEEN WAITING FOR,730,311,2434955,48,8,1,7,0,3,6.0,1,1,0.4,True,False,False,True,False
35 MAGIC DIY SOAP AND BATHROOM DECOR IDEAS FOR YOU,730,1080,386852,50,10,0,9,0,3,5.0,1,1,0.5,False,False,True,True,False
30 DOLLAR STORE CRAFTS FOR EVERYONE,730,1320,194308,35,6,0,5,0,1,5.833333333333333,1,1,0.0,False,False,False,True,False
TRUE SITUATIONS ONLY GIRLS WILL UNDERSTAND,730,859,8622414,42,6,0,6,0,2,7.0,0,0,0.175,False,False,False,True,False
12 COOL AND SIMPLE DRAWING TECHNIQUES,730,960,393252,37,6,0,5,0,1,6.166666666666667,1,1,0.175,False,False,False,True,False
38 AMAZING HACKS THAT WILL MAKE YOUR LIFE EASIER,730,1320,7941233,48,9,0,8,0,3,5.333333333333333,1,1,0.6000000000000001,True,True,False,True,False
HAVING A HARD TIME? || LIFE HACKS EVERYONE SHOULD TRY,730,960,9715534,53,10,3,9,0,3,5.3,0,0,-0.2916666666666667,True,True,False,True,False
35 EASY LIFE HACKS TO LOOK STUNNING EVERY DAY,730,1500,5402844,45,9,0,8,0,1,5.0,1,1,0.4666666666666667,True,True,False,True,False
15 BEST APRIL FOOLS' DAY PRANKS FOR YOUR FRIENDS,730,618,2605495,48,9,1,8,0,2,5.333333333333333,1,1,1.0,False,False,False,True,False
33 UNBELIEVABLE DIY IDEAS WHEN YOU ARE BORED,730,1560,543718,44,8,0,7,0,3,5.5,1,1,-0.375,False,False,True,True,False
TOP 100 HACKS THAT WILL CHANGE YOUR LIFE LIVE,730,2820,697931,45,9,0,8,0,3,5.0,1,0,0.3181818181818182,True,True,False,True,False
CRAZY BARBIE HACKS YOU NEED TO TRY || FUN TOY HACKS,730,1380,2733683,51,11,2,10,0,2,4.636363636363637,0,0,-0.15,True,False,False,True,False
LOOK FLAWLESS WITH THESE 30 CLOTHING TRICKS,730,1080,9020023,43,7,0,6,0,2,6.142857142857143,1,0,1.0,False,False,False,True,False
40 ABSOLUTELY CRAZY LIFE HACKS,730,3000,1220562,30,5,0,4,0,0,6.0,1,1,-0.6,True,True,False,True,False
12 SHOCKING PRANKS AND FOOD HACKS,730,960,901763,33,6,0,5,0,1,5.5,1,1,-1.0,True,False,False,True,False
36 VIRAL HACKS THAT WILL KNOCK YOUR SOCKS OFF,730,1440,1213439,45,9,0,8,0,4,5.0,1,1,0.0,True,False,False,True,False
25 LIFE-CHANGING BEAUTY HACKS,730,780,412356,29,4,1,3,0,0,7.25,1,1,0.0,True,True,False,True,False
22 USEFUL HACKS WITH BALLOONS EVERYONE SHOULD KNOW,730,461,2667227,50,8,0,7,0,2,6.25,1,1,0.3,True,False,False,True,False
33 INCREDIBLE COOKING HACKS THAT WILL SURPRISE YOU,730,1020,345649,50,8,0,7,0,3,6.25,1,1,0.9,True,False,False,True,False
28 EXTREME LIFE HACKS TO KILL BOREDOM,730,1680,811273,37,7,0,6,0,1,5.285714285714286,1,1,-0.125,True,True,False,True,False
27 GENIUS LIFE HACKS FOR ANY OCCASION,730,1260,8713356,37,7,0,6,0,2,5.285714285714286,1,1,0.0,True,True,False,True,False
25 HILARIOUS DIFFERENCES BETWEEN MEN AND WOMEN YOU CAN DEFINITELY RELATE TO,730,836,1153931,75,12,0,11,0,5,6.25,1,1,0.25,False,False,False,True,False
25 SUPER CREATIVE CARDBOARD DIYS,730,1380,2120223,32,5,0,4,0,0,6.4,1,1,0.4166666666666666,False,False,False,True,False
28 SCHOOL HACKS YOU'LL NEED IN REAL LIFE,730,1380,5490156,40,8,1,7,0,2,5.0,1,1,0.2,True,True,False,True,False
EPIC 29 BEAUTY HACKS YOU NEED TO KNOW,730,1020,7000814,37,8,0,7,0,2,4.625,1,0,0.1,True,False,False,True,False
33 BRILLIANT LIFE HACKS FOR EMBARRASSING MOMENTS,730,1140,1081007,48,7,0,6,0,1,6.857142857142857,1,1,0.9,True,True,False,True,False
28 EFFECTIVE BEAUTY HACKS FOR EVERYDAY PROBLEMS,730,867,15758194,47,7,0,6,0,1,6.714285714285714,1,1,0.1999999999999999,True,False,False,True,False
25 SMART PREGNANCY TIPS FOR WOMEN AND MEN,730,573,3338905,41,8,0,7,0,2,5.125,1,1,0.2142857142857142,False,False,False,True,False
99 BEST WEIGHT-LOSS BODY HACKS LIVE,730,2160,1377112,35,6,1,5,0,0,5.833333333333333,1,1,0.5681818181818181,True,False,False,True,False
22 POWERFUL BEAUTY HACKS FOR A GORGEOUS LOOK,730,843,42297777,44,8,0,7,0,2,5.5,1,1,0.5,True,False,False,True,False
36 GENIUS RECYCLING IDEAS THAT WILL COME IN HANDY,730,1200,3250353,49,9,0,8,0,3,5.444444444444445,1,1,0.6,False,False,True,True,False
19 FABULOUS IDEAS FOR YOUR NAILS,730,599,271172,32,6,0,5,0,2,5.333333333333333,1,1,0.4,False,False,True,True,False
15 FUN PHONE CASES YOU CAN DIY,730,811,512028,30,7,0,6,0,2,4.285714285714286,1,1,0.3,False,False,False,True,False
30 EASY DIYs TO SAVE YOUR MONEY,730,1380,743048,31,7,0,5,0,2,4.428571428571429,1,1,0.4333333333333333,False,False,False,False,False
30 MUST-KNOW TEETH HACKS,730,625,849311,24,4,1,3,0,0,6.0,1,1,0.0,True,False,False,True,False
38 MINIATURE EGG HACKS,730,1440,994222,22,4,0,3,0,0,5.5,1,1,0.0,True,False,False,True,False
12 HACKS TO MAKE YOUR LIPS BIGGER WITHOUT INJECTIONS,730,498,840000,52,9,0,8,0,2,5.777777777777778,1,1,0.0,True,False,False,True,False
38 GENIUS GIRLS' SECRETS,730,1200,3924435,24,4,1,3,0,0,6.0,1,1,0.0,False,False,False,True,False
15 UNBELIEVABLY EASY WATERMELON HACKS,730,351,26269806,37,5,0,4,0,0,7.4,1,1,0.4333333333333333,True,False,False,True,False
28 GENIUS HACKS TO SPEED UP YOUR LIFE,730,1080,6850894,37,8,0,7,0,3,4.625,1,1,0.0,True,True,False,True,False
25 SMART TRAVEL HACKS FOR CAMPING,730,1320,1798092,33,6,0,5,0,1,5.5,1,1,0.2142857142857142,True,False,False,True,False
100 AWESOME HACKS YOU WILL DEFINITELY LIKE LIVE,730,5520,4350549,47,8,0,7,0,2,5.875,1,1,0.3787878787878787,True,False,False,True,False
23 BRILLIANT HAIR HACKS YOU CAN EASILY REPEAT,730,763,4924827,45,8,0,7,0,2,5.625,1,1,0.6666666666666667,True,False,False,True,False
33 EASY BEAUTY HACKS THAT WORK WONDERS,730,769,8124515,38,7,0,6,0,1,5.428571428571429,1,1,0.4333333333333333,True,False,False,True,False
27 CLEVER HACKS EVERY GIRL MUST KNOW,730,1200,1339272,36,7,0,6,0,0,5.142857142857143,1,1,0.1666666666666666,True,False,False,True,False
25 BABY CARE SKILLS EVERY NEW PARENT SHOULD MASTER,730,1020,1542197,50,9,0,8,0,1,5.555555555555555,1,1,0.1363636363636363,False,False,False,True,False
35 SUPERB FOOD HACKS THAT WILL DEFINITELY SURPRISE YOU,730,1380,6660634,54,9,0,8,0,3,6.0,1,1,0.5,True,False,False,True,False
28 BARBIE HACKS EVERY ADULT SHOULD KNOW,730,1800,9329851,39,7,0,6,0,1,5.571428571428571,1,1,0.1,True,False,False,True,False
25 WAYS TO IMPRESS YOUR GIRLFRIEND AND SAVE SOME MONEY,730,1320,2092237,54,10,0,9,0,4,5.4,1,1,0.0,False,False,False,True,False
35 SITUATIONS EVERY GIRL CAN RELATE TO,730,900,1742325,38,7,0,6,0,2,5.428571428571429,1,1,0.0,False,False,False,True,False
20 SIMPLE HACKS WITH ACTIVATED CHARCOAL THAT ACTUALLY WORK WONDERS,730,473,2106710,66,10,0,9,0,2,6.6,1,1,0.0,True,False,False,True,False
30 BRILLIANT HACKS FOR EVERYDAY LIFE,730,802,773313,36,6,0,5,0,1,6.0,1,1,0.35,True,True,False,True,False
25 SURPRISING FOOD TRICKS,730,795,606991,25,4,0,3,0,0,6.25,1,1,0.7,False,False,False,True,False
14 WEIRD SOAP HACKS THAT ARE ACTUALLY AWESOME,730,683,474491,45,8,0,7,0,2,5.625,1,1,0.25,True,False,False,True,False
THE GREATEST 99 BODY HACKS THAT WILL BLOW YOUR MIND,730,2160,705229,51,10,0,9,0,4,5.1,1,0,1.0,True,False,False,True,False
30 EVERYDAY HACKS AND TRICKS YOU NEED TO KNOW,730,1260,3806630,45,9,0,8,0,3,5.0,1,1,-0.2,True,False,False,True,False
29 ABSOLUTELY RIDICULOUS HACKS YOU HAVE TO TRY YOURSELF,730,1140,5650570,55,9,0,8,0,4,6.111111111111111,1,1,-0.3333333333333333,True,False,False,True,False
30 FOOD HACKS THAT WILL MAKE YOUR LIFE BETTER,730,847,1921435,45,9,0,8,0,3,5.0,1,1,0.5,True,True,False,True,False
32 MAKEUP HACKS TO BOOST YOUR STYLE,730,752,6832004,35,7,0,6,0,2,5.0,1,1,0.0,True,False,False,True,False
25 TOILET PAPER HACKS,730,821,514665,21,4,0,3,0,0,5.25,1,1,-0.0333333333333333,True,False,False,True,False
36 INCREDIBLE DIY IDEAS YOU WILL WANT TO TRY RIGHT NOW,730,1680,4096391,54,11,0,10,0,4,4.909090909090909,1,1,0.5928571428571429,False,False,True,True,False
36 AMAZING HACKS FOR EVERYDAY LIFE,730,741,289671,34,6,0,5,0,1,5.666666666666667,1,1,0.2,True,True,False,True,False
25 SMART EMERGENCY LIFE HACKS,730,828,12137371,29,5,0,4,0,0,5.8,1,1,0.2142857142857142,True,True,False,True,False
39 FOOD HACKS YOU DIDN'T KNOW BEFORE,730,1260,3988125,36,7,1,6,0,3,5.142857142857143,1,1,0.0,True,False,False,True,False
18 DIY SUPERHERO HACKS,730,545,302769,22,4,0,3,0,0,5.5,1,1,0.0,True,False,False,True,False
25 LIFE-SAVING BEAUTY HACKS THAT WILL SAVE YOUR TIME,730,725,317846,52,9,1,8,0,3,5.777777777777778,1,1,0.0,True,True,False,True,False
31 EASY FOOD TRICKS YOU HAVE TO KNOW ABOUT,730,720,483618,42,9,0,8,0,4,4.666666666666667,1,1,0.4333333333333333,False,False,False,True,False
28 PANTYHOSE HACKS FOR WOMEN AND MEN,730,422,568286,36,7,0,6,0,2,5.142857142857143,1,1,0.0,True,False,False,True,False
26 CLEVER HACKS YOU NEED TO KNOW,730,643,256020,32,7,0,6,0,2,4.571428571428571,1,1,0.1666666666666666,True,False,False,True,False
27 WEIRD HACKS FOR A PERFECT LOOK,730,960,688812,33,7,0,6,0,2,4.714285714285714,1,1,0.25,True,False,False,True,False
24 KNIFE HACKS THAT WILL CHANGE YOUR LIFE,730,649,655574,41,8,0,7,0,3,5.125,1,1,0.0,True,True,False,True,False
100 SURVIVAL HACKS THAT CAN SAVE YOUR LIFE ONE DAY LIVE,730,3900,1386502,55,11,0,10,0,3,5.0,1,1,0.1363636363636363,True,True,False,True,False
36 LIFE HACKS TO SPEED UP YOUR DAILY ROUTINE || Do It Faster With These Simple Tricks,730,1020,14568696,85,17,2,8,0,7,5.0,1,1,0.0,True,True,False,False,False
25 BEAUTY HACKS TO ENHANCE YOUR STYLE,730,666,491525,37,7,0,6,0,2,5.285714285714286,1,1,0.0,True,False,False,True,False
24 CRAZY MAKEUP HACKS FOR ANY OCCASION,730,824,4842461,38,7,0,6,0,2,5.428571428571429,1,1,-0.6,True,False,False,True,False
17 IDEAS FOR ST. PATRICK'S DAY,730,774,240015,30,6,2,5,0,1,5.0,1,1,0.0,False,False,True,True,False
40 LIFE HACKS THAT WILL HELP YOU SURVIVE,730,1860,14509596,40,8,0,7,0,3,5.0,1,1,0.0,True,True,False,True,False
20 TRUE COUPLE FACTS YOU DEFINITELY CAN RELATE TO,730,485,7583854,49,9,0,8,0,3,5.444444444444445,1,1,0.175,False,False,False,True,False
42 SIGNS THAT YOUR BODY IS UNIQUE,730,699,481273,33,7,0,6,0,3,4.714285714285714,1,1,0.375,False,False,False,True,False
31 FANTASTIC DIY CRAFTS YOU CAN MAKE AT HOME,730,853,995664,44,9,0,8,0,3,4.888888888888889,1,1,0.4,False,False,False,True,False
31 CRAZY CLOTHING DIY IDEAS THAT ARE TRENDY RIGHT NOW,730,1200,1084312,53,10,0,9,0,3,5.3,1,1,0.0952380952380952,False,False,True,True,False
WHAT TYPE OF GIRL ARE YOU? 20 REAL LIFE SITUATIONS YOU CAN DEFINITELY RELATE TO,730,521,3877371,79,15,1,14,0,6,5.266666666666667,1,0,0.1,False,True,False,True,False
33 GENIUS LIFE HACKS TO SURVIVE ANY TROUBLE,730,960,935689,43,8,0,7,0,2,5.375,1,1,-0.2,True,True,False,True,False
32 BEAUTY HACKS YOU ONLY DREAMED OF,730,884,1603767,35,7,0,6,0,3,5.0,1,1,0.0,True,False,False,True,False
25 FUNNY DIY PRANKS FOR FRIENDS  ||  EASY SCHOOL AND HOME PRANKS,730,836,4074817,64,12,2,10,0,2,5.333333333333333,1,1,0.3416666666666667,False,False,False,True,False
25 BEAUTY TRICKS YOU CAN MAKE BY YOURSELF,730,1020,967301,41,8,0,7,0,4,5.125,1,1,0.0,False,False,False,True,False
28 CLEVER LIFE HACKS TO MAKE YOUR LIFE EASIER,730,744,362031,45,9,0,8,0,2,5.0,1,1,0.1666666666666666,True,True,False,True,False
99 CLOTHES HACKS AND TRICKS || UPGRADE YOUR WARDROBE,730,3780,970775,52,9,2,7,0,2,5.777777777777778,1,1,0.0,True,False,False,True,False
29 SECRET HACKS EVERY GIRL SHOULD KNOW,730,1020,1514968,38,7,0,6,0,1,5.428571428571429,1,1,-0.4,True,False,False,True,False
23 LIFE-CHANGING BEDROOM HACKS,730,821,1760088,30,4,1,3,0,0,7.5,1,1,0.0,True,True,False,True,False
35 CHEAP BEAUTY HACKS THAT WORK WONDERS,730,900,313495,39,7,0,6,0,1,5.571428571428571,1,1,0.4,True,False,False,True,False
25 CRAZY NAIL LIFE HACKS,730,681,1245977,24,5,0,4,0,0,4.8,1,1,-0.6,True,True,False,True,False
24 GENIUS LIFE HACKS FOR PARENTS,730,632,8515227,32,6,0,5,0,1,5.333333333333333,1,1,0.0,True,True,False,True,False
22 KITCHEN HACKS TO MAKE YOUR LIFE SO MUCH EASIER,730,960,706741,49,10,0,9,0,3,4.9,1,1,0.2,True,True,False,True,False
22 BRILLIANT FRUIT HACKS,730,650,2845344,24,4,0,3,0,0,6.0,1,1,0.9,True,False,False,True,False
31 CHEAP IDEAS FOR ANY OCCASION,730,1080,2988228,31,6,0,5,0,2,5.166666666666667,1,1,0.4,False,False,True,True,False
30 SECRET HACKS TO MAKE YOU AN INSTAGRAM STAR,730,743,21187137,45,9,0,8,0,3,5.0,1,1,-0.4,True,False,False,True,False
15 WEIRD BUT FUNNY PRANKS FOR YOUR FRIENDS,730,716,512364,42,8,0,7,0,3,5.25,1,1,-0.125,False,False,False,True,False
25 WEIRD BUT USEFUL DIY CRAFTS,730,1140,3371772,30,6,0,5,0,1,5.0,1,1,-0.1,False,False,False,True,False
28 LIFE HACKS WITH THINGS LAYING AROUND YOUR HOUSE,730,815,300271,50,9,0,8,0,2,5.555555555555555,1,1,0.0,True,True,False,True,False
80 CRAZY FOOD HACKS AND CRAFTS LIVE,730,4560,3975831,35,7,0,6,0,1,5.0,1,1,-0.2318181818181818,True,False,False,True,False
29 SATISFYING BODY HACKS YOU MUST KNOW,730,764,8879754,38,7,0,6,0,1,5.428571428571429,1,1,0.5,True,False,False,True,False
29 COOL HACKS FOR EVERYDAY LIFE,730,866,383688,31,6,0,5,0,1,5.166666666666667,1,1,0.0749999999999999,True,True,False,True,False
26 YUMMY FOOD HACKS TO POWER UP YOUR DAY,730,766,596550,40,9,0,8,0,3,4.444444444444445,1,1,0.0,True,False,False,True,False
21 TRULY AMAZING BEAUTY HACKS,730,900,300712,29,5,0,4,0,0,5.8,1,1,0.6000000000000001,True,False,False,True,False
28 EASY FOOD TRICKS THAT WILL AMAZE YOUR FRIENDS,730,1020,7039661,48,9,0,8,0,3,5.333333333333333,1,1,0.4333333333333333,False,False,False,True,False
27 LIFE-SAVING HACKS FOR ANY OCCASION,730,854,9237539,37,6,1,5,0,2,6.166666666666667,1,1,0.0,True,True,False,True,False
36 MAGIC TRICKS THAT YOU CAN DO,730,810,438189,31,7,0,6,0,4,4.428571428571429,1,1,0.5,False,False,False,True,False
27 CLEVER LIFE HACKS FOR ALL KINDS OF TROUBLE,730,1020,539457,45,9,0,8,0,3,5.0,1,1,-0.0166666666666666,True,True,False,True,False
36 WEIRD BEAUTY HACKS,730,960,2821246,21,4,0,3,0,0,5.25,1,1,-0.5,True,False,False,True,False
32 SCHOOL HACKS YOU WISH YOU KNEW BEFORE,730,702,6968585,40,8,0,7,0,3,5.0,1,1,0.0,True,False,False,True,False
30 UNBELIEVABLE DIYS FOR YOUR HOME,730,738,533978,34,6,0,5,0,2,5.666666666666667,1,1,-0.25,False,False,False,True,False
21 COOKING HACKS YOU WANT TO TRY,730,960,1194625,32,7,0,6,0,2,4.571428571428571,1,1,0.0,True,False,False,True,False
TOP-100 LIFE HACK COMPILATION || TRICKS TO MAKE YOUR LIFE EASIER,730,2640,1022145,64,11,3,10,0,2,5.818181818181818,1,0,0.0,False,True,False,True,False
22 BEAUTIFUL SPRING DIYS,730,859,5419008,24,4,0,3,0,0,6.0,1,1,0.85,False,False,False,True,False
34 GENIUS BEAUTY TRICKS TO LOOK FLAWLESS,730,772,7571616,40,7,0,6,0,1,5.714285714285714,1,1,1.0,False,False,False,True,False
31 CRAZY FOOD HACKS YOU SHOULD TRY,730,960,2508144,34,7,0,6,0,2,4.857142857142857,1,1,-0.6,True,False,False,True,False
23 COOL CLOTHING HACKS,730,1200,344335,22,4,0,3,0,0,5.5,1,1,0.35,True,False,False,True,False
28 SMART HACKS TO SOLVE EVERYDAY PROBLEM,730,744,17648174,40,7,0,6,0,1,5.714285714285714,1,1,0.0071428571428571,True,False,False,True,False
25 CRAZY BARBIE TRICKS,730,838,396861,22,4,0,3,0,0,5.5,1,1,-0.6,False,False,False,True,False
23 COOL DIY CRAFTS THAT WILL MAKE YOU SAY WOW,730,689,969811,45,10,0,9,0,3,4.5,1,1,0.2249999999999999,False,False,False,True,False
27 USEFUL HACKS AND TIPS FOR ANY SITUATION,730,708,442578,42,8,0,7,0,3,5.25,1,1,0.3,True,False,False,True,False
25 AMAZING WAYS TO USE CRAYONS,730,840,831167,30,6,0,5,0,1,5.0,1,1,0.6000000000000001,False,False,False,True,False
28 AWESOME HACKS YOU SHOULD TRY,730,900,4716424,31,6,0,5,0,2,5.166666666666667,1,1,1.0,True,False,False,True,False
32 EASY WAYS TO SOLVE YOUR EVERYDAY PROBLEMS,730,1020,373511,44,8,0,7,0,2,5.5,1,1,0.1166666666666666,False,False,False,True,False
25 MUST KNOW HACKS FOR EVERYDAY LIFE,730,724,1959864,36,7,0,6,0,1,5.142857142857143,1,1,-0.2,True,True,False,True,False
31 UNEXPECTED HACKS YOU SHOULD TRY,730,1080,4565051,34,6,0,5,0,2,5.666666666666667,1,1,0.1,True,False,False,True,False
35 EASY TRICKS FOR THE PERFECT MANICURE AT HOME,730,695,701810,47,9,0,8,0,3,5.222222222222222,1,1,0.7166666666666667,False,False,False,True,False
22 SIMPLE KITCHEN LIFE HACKS,730,760,11256819,28,5,0,4,0,0,5.6,1,1,0.0,True,True,False,True,False
29 AWESOME LIFE HACKS FOR ALL OCCASIONS,730,709,2546029,39,7,0,6,0,2,5.571428571428571,1,1,1.0,True,True,False,True,False
22 GIRL STRUGGLES YOU CAN RELATE TO,730,791,9273620,35,7,0,6,0,3,5.0,1,1,0.0,False,False,False,True,False
33 EASY AND FRESH HOUSEHOLD TIPS FOR EVERYDAY USE,730,900,9947785,49,9,0,8,0,2,5.444444444444445,1,1,0.1777777777777778,False,False,False,True,False
23 WALL PAINTING IDEAS USING ORDINARY THINGS,730,736,4044544,44,7,0,6,0,0,6.285714285714286,1,1,-0.25,False,False,True,True,False
34 LIFE HACKS TO MAKE YOUR LIFE EASIER,730,831,5511292,38,8,0,7,0,2,4.75,1,1,0.0,True,True,False,True,False
22 SMART HACKS EVERY GIRL SHOULD KNOW,730,829,3806334,37,7,0,6,0,1,5.285714285714286,1,1,0.2142857142857142,True,False,False,True,False
23 HACKS MCDONALD'S DIDN'T EVEN KNOW EXISTED,730,783,492978,44,7,2,6,0,1,6.285714285714286,1,1,0.0,True,False,False,True,False
35 CLEVER LIFE HACKS TO SOLVE EVERYDAY PROBLEMS,730,817,3092159,47,8,0,7,0,1,5.875,1,1,-0.0166666666666666,True,True,False,True,False
23 CHEAP AND COOL DIY IDEAS,730,900,353555,27,6,0,5,0,1,4.5,1,1,0.375,False,False,True,True,False
31 COOL MAKEUP IDEAS THAT WILL BLOW YOUR MIND,730,900,1543871,45,9,0,8,0,3,5.0,1,1,0.35,False,False,True,True,False
25 BARBIE HACKS FOR KIDS AND ADULTS,730,1860,24158226,35,7,0,6,0,2,5.0,1,1,0.0,True,False,False,True,False
25 KITCHEN HACKS THAT WORTH MILLIONS,730,843,2847859,36,6,0,5,0,1,6.0,1,1,0.3,True,False,False,True,False
30 PHONE HACKS,730,759,3325034,14,3,0,2,0,0,4.666666666666667,1,1,0.0,True,False,False,True,False
100 TOOL AND REPAIR HACKS LIVE,730,3180,832059,30,6,0,5,0,1,5.0,1,1,0.1363636363636363,True,False,False,True,False
24 CLEVER HACKS THAT SAVE YOUR LIFE EVERY DAY,730,787,6012286,45,9,0,8,0,2,5.0,1,1,0.1666666666666666,True,True,False,True,False
29 PRICELESS PARENTING TIPS YOU'LL BE GRATEFUL FOR,730,609,1062879,50,8,1,7,0,3,6.25,1,1,1.0,False,False,False,True,False
33 AWESOME BODY HACKS YOU SHOULD KNOW,730,900,1619272,37,7,0,6,0,2,5.285714285714286,1,1,1.0,True,False,False,True,False
26 SMART CLOTHING HACKS AND TIPS,730,872,2753920,32,6,0,5,0,1,5.333333333333333,1,1,0.2142857142857142,True,False,False,True,False
25 AWESOME KITCHEN HACKS THAT WILL MAKE YOU SAY WOW,730,1080,1190905,51,10,0,9,0,3,5.1,1,1,0.55,True,False,False,True,False
31 TOTALLY CRAZY MANICURE IDEAS,730,619,1612421,31,5,0,4,0,0,6.2,1,1,-0.6,False,False,True,True,False
27 CRAZY LIFE HACKS THAT ACTUALLY WORK,730,960,2671456,38,7,0,6,0,1,5.428571428571429,1,1,-0.3,True,True,False,True,False
26 SMART HACKS YOU WON'T BELIEVE ARE REAL,730,960,272958,41,8,1,7,0,3,5.125,1,1,0.2071428571428571,True,False,False,True,False
36 CLEVER LIFE HACKS TO RECYCLE PLASTIC,730,1020,918523,39,7,0,6,0,1,5.571428571428571,1,1,0.1666666666666666,True,True,False,True,False
